ID,revolutions,humidity,vibration
34585,63.487,74.57,8.0
34587,63.49,74.57,8.0
34588,63.492,74.57,8.0
34589,63.494,74.57,8.0
34590,63.495,74.57,8.0
34592,63.499,74.569,8.0
34593,63.501,74.569,8.0
34594,63.502,74.569,8.0
34595,63.504,74.569,8.0
34596,63.506,74.569,8.0
34597,63.508,74.569,8.0
34598,63.509,74.569,8.0
34599,63.511,74.569,8.0
34600,63.513,74.569,8.0
34601,63.515,74.569,8.0
34602,63.517,74.569,8.0
34603,63.518,74.569,8.0
34604,63.52,74.569,8.0
34606,63.524,74.569,8.0
34607,63.525,74.569,8.0
34608,63.527,74.569,8.0
34609,63.529,74.569,8.0
34610,63.531,74.569,8.0
34611,63.532,74.569,8.0
34612,63.534,74.568,8.0
34614,63.538,74.568,8.0
34615,63.54,74.568,8.0
34616,63.541,74.568,8.0
34618,63.545,74.568,8.0
34619,63.547,74.568,8.0
34620,63.548,74.568,8.0
34621,63.55,74.568,8.0
34622,63.552,74.568,8.0
34623,63.554,74.568,8.0
34624,63.555,74.568,8.0
34625,63.557,74.568,8.0
34627,63.561,74.568,8.0
34628,63.563,74.568,8.0
34629,63.564,74.568,8.0
34630,63.566,74.568,8.0
34631,63.568,74.567,8.0
34632,63.57,74.567,8.0
34633,63.571,74.567,8.0
34634,63.573,74.567,8.0
34635,63.575,74.567,8.0
34637,63.578,74.567,8.0
34638,63.58,74.567,8.0
34639,63.582,74.567,8.0
34640,63.584,74.567,8.0
34641,63.586,74.567,8.0
34642,63.587,74.567,8.0
34643,63.589,74.567,8.0
34644,63.591,74.567,8.0
34645,63.593,74.567,8.0
34646,63.594,74.567,8.0
34647,63.596,74.567,8.0
34648,63.598,74.567,8.0
34650,63.601,74.567,8.0
34651,63.603,74.567,8.0
34652,63.605,74.566,8.0
34653,63.607,74.566,8.0
34654,63.609,74.566,8.0
34655,63.61,74.566,8.0
34656,63.612,74.566,8.0
34657,63.614,74.566,8.0
34658,63.616,74.566,8.0
34659,63.617,74.566,8.0
34660,63.619,74.566,8.0
34663,63.624,74.566,8.0
34664,63.626,74.566,8.0
34666,63.63,74.566,8.0
34668,63.633,74.566,8.0
34669,63.635,74.566,8.0
34670,63.637,74.566,8.0
34671,63.639,74.566,8.0
34672,63.64,74.565,8.0
34673,63.642,74.565,8.0
34674,63.644,74.565,8.0
34676,63.647,74.565,8.0
34677,63.649,74.565,8.0
34679,63.653,74.565,8.0
34680,63.654,74.565,8.0
34681,63.656,74.565,8.0
34683,63.66,74.565,8.0
34684,63.662,74.565,8.0
34685,63.663,74.565,8.0
34686,63.665,74.565,8.0
34687,63.667,74.565,8.0
34689,63.67,74.565,8.0
34690,63.672,74.565,8.0
34692,63.676,74.564,8.0
34693,63.677,74.564,8.0
34694,63.679,74.564,8.0
34695,63.681,74.564,8.0
34697,63.685,74.564,8.0
34698,63.686,74.564,8.0
34699,63.688,74.564,8.0
34700,63.69,74.564,8.0
34701,63.692,74.564,8.0
34702,63.693,74.564,8.0
34703,63.695,74.564,8.0
34704,63.697,74.564,8.0
34705,63.699,74.564,8.0
34706,63.7,74.564,8.0
34707,63.702,74.564,8.0
34708,63.704,74.564,8.0
34709,63.706,74.564,8.0
34710,63.708,74.564,8.0
34712,63.711,74.563,8.0
34713,63.713,74.563,8.0
34716,63.718,74.563,8.0
34717,63.72,74.563,8.0
34719,63.723,74.563,8.0
34721,63.727,74.563,8.0
34722,63.729,74.563,8.0
34723,63.73,74.563,8.0
34724,63.732,74.563,8.0
34725,63.734,74.563,8.0
34727,63.738,74.563,8.0
34729,63.741,74.563,8.0
34730,63.743,74.563,8.0
34732,63.746,74.562,8.0
34733,63.748,74.562,8.0
34735,63.752,74.562,8.0
34736,63.753,74.562,8.0
34737,63.755,74.562,8.0
34738,63.757,74.562,8.0
34739,63.759,74.562,8.0
34740,63.761,74.562,8.0
34741,63.762,74.562,8.0
34742,63.764,74.562,8.0
34743,63.766,74.562,8.0
34744,63.768,74.562,8.0
34745,63.769,74.562,8.0
34747,63.773,74.562,8.0
34748,63.775,74.562,8.0
34750,63.778,74.562,8.0
34751,63.78,74.561,8.0
34752,63.782,74.561,8.0
34754,63.785,74.561,8.0
34755,63.787,74.561,8.0
34756,63.789,74.561,8.0
34758,63.792,74.561,8.0
34759,63.794,74.561,8.0
34761,63.798,74.561,8.0
34764,63.803,74.561,8.0
34765,63.805,74.561,8.0
34766,63.807,74.561,8.0
34768,63.81,74.561,8.0
34769,63.812,74.561,8.0
34770,63.814,74.561,8.0
34771,63.815,74.561,8.0
34772,63.817,74.56,8.0
34773,63.819,74.56,8.0
34776,63.824,74.56,8.0
34777,63.826,74.56,8.0
34778,63.828,74.56,8.0
34779,63.83,74.56,8.0
34780,63.831,74.56,8.0
34783,63.837,74.56,8.0
34784,63.838,74.56,8.0
34785,63.84,74.56,8.0
34786,63.842,74.56,8.0
34787,63.844,74.56,8.0
34788,63.845,74.56,8.0
34789,63.847,74.56,8.0
34790,63.849,74.56,8.0
34791,63.851,74.559,8.0
34795,63.858,74.559,8.0
34796,63.86,74.559,8.0
34798,63.863,74.559,8.0
34799,63.865,74.559,8.0
34800,63.867,74.559,8.0
34803,63.872,74.559,8.0
34805,63.875,74.559,8.0
34806,63.877,74.559,8.0
34807,63.879,74.559,8.0
34809,63.883,74.559,8.0
34810,63.884,74.559,8.0
34812,63.888,74.558,8.0
34813,63.89,74.558,8.0
34814,63.891,74.558,8.0
34815,63.893,74.558,8.0
34816,63.895,74.558,8.0
34818,63.898,74.558,8.0
34819,63.9,74.558,8.0
34820,63.902,74.558,8.0
34821,63.904,74.558,8.0
34822,63.906,74.558,8.0
34823,63.907,74.558,8.0
34824,63.909,74.558,8.0
34825,63.911,74.558,8.0
34826,63.913,74.558,8.0
34827,63.914,74.558,8.0
34828,63.916,74.558,8.0
34829,63.918,74.558,8.0
34830,63.92,74.558,8.0
34831,63.921,74.558,8.0
34833,63.925,74.557,8.0
34834,63.927,74.557,8.0
34835,63.929,74.557,8.0
34837,63.932,74.557,8.0
34838,63.934,74.557,8.0
34839,63.936,74.557,8.0
34840,63.937,74.557,8.0
34841,63.939,74.557,8.0
34843,63.943,74.557,8.0
34844,63.944,74.557,8.0
34845,63.946,74.557,8.0
34846,63.948,74.557,8.0
34847,63.95,74.557,8.0
34848,63.951,74.557,8.0
34849,63.953,74.557,8.0
34850,63.955,74.557,8.0
34851,63.957,74.556,8.0
34852,63.959,74.556,8.0
34854,63.962,74.556,8.0
34855,63.964,74.556,8.0
34856,63.966,74.556,8.0
34857,63.967,74.556,8.0
34858,63.969,74.556,8.0
34859,63.971,74.556,8.0
34860,63.973,74.556,8.0
34861,63.974,74.556,8.0
34862,63.976,74.556,8.0
34863,63.978,74.556,8.0
34864,63.98,74.556,8.0
34865,63.982,74.556,8.0
34866,63.983,74.556,8.0
34867,63.985,74.556,8.0
34868,63.987,74.556,8.0
34869,63.989,74.556,8.0
34870,63.99,74.556,8.0
34871,63.992,74.556,8.0
34872,63.994,74.555,8.0
34873,63.996,74.555,8.0
34875,63.999,74.555,8.0
34877,64.003,74.555,8.0
34878,64.005,74.555,8.0
34879,64.006,74.555,8.0
34880,64.008,74.555,8.0
34881,64.01,74.555,8.0
34882,64.012,74.555,8.0
34883,64.013,74.555,8.0
34884,64.015,74.555,8.0
34885,64.017,74.555,8.0
34886,64.019,74.555,8.0
34887,64.02,74.555,8.0
34888,64.022,74.555,8.0
34890,64.026,74.555,8.0
34891,64.028,74.555,8.0
34893,64.031,74.554,8.0
34895,64.035,74.554,8.0
34896,64.036,74.554,8.0
34897,64.038,74.554,8.0
34898,64.04,74.554,8.0
34900,64.043,74.554,8.0
34901,64.045,74.554,8.0
34902,64.047,74.554,8.0
34903,64.049,74.554,8.0
34905,64.052,74.554,8.0
34906,64.054,74.554,8.0
34907,64.056,74.554,8.0
34908,64.058,74.554,8.0
34910,64.061,74.554,8.0
34911,64.063,74.553,8.0
34912,64.065,74.553,8.0
34913,64.066,74.553,8.0
34915,64.07,74.553,8.0
34917,64.073,74.553,8.0
34919,64.077,74.553,8.0
34921,64.081,74.553,8.0
34922,64.082,74.553,8.0
34923,64.084,74.553,8.0
34924,64.086,74.553,8.0
34925,64.088,74.553,8.0
34926,64.089,74.553,8.0
34927,64.091,74.553,8.0
34928,64.093,74.553,8.0
34929,64.095,74.553,8.0
34931,64.098,74.553,8.0
34932,64.1,74.552,8.0
34933,64.102,74.552,8.0
34934,64.104,74.552,8.0
34935,64.105,74.552,8.0
34936,64.107,74.552,8.0
34938,64.111,74.552,8.0
34939,64.112,74.552,8.0
34940,64.114,74.552,8.0
34941,64.116,74.552,8.0
34942,64.118,74.552,8.0
34943,64.119,74.552,8.0
34946,64.125,74.552,8.0
34947,64.127,74.552,8.0
34948,64.128,74.552,8.0
34949,64.13,74.552,8.0
34950,64.132,74.552,8.0
34951,64.134,74.552,8.0
34952,64.135,74.551,8.0
34953,64.137,74.551,8.0
34954,64.139,74.551,8.0
34955,64.141,74.551,8.0
34956,64.142,74.551,8.0
34957,64.144,74.551,8.0
34958,64.146,74.551,8.0
34959,64.148,74.551,8.0
34961,64.151,74.551,8.0
34962,64.153,74.551,8.0
34963,64.155,74.551,8.0
34964,64.157,74.551,8.0
34965,64.158,74.551,8.0
34966,64.16,74.551,8.0
34967,64.162,74.551,8.0
34968,64.164,74.551,8.0
34969,64.165,74.551,8.0
34970,64.167,74.551,8.0
34971,64.169,74.551,8.0
34973,64.172,74.55,8.0
34974,64.174,74.55,8.0
34975,64.176,74.55,8.0
34976,64.178,74.55,8.0
34977,64.18,74.55,8.0
34978,64.181,74.55,8.0
34979,64.183,74.55,8.0
34980,64.185,74.55,8.0
34981,64.187,74.55,8.0
34983,64.19,74.55,8.0
34984,64.192,74.55,8.0
34985,64.194,74.55,8.0
34986,64.195,74.55,8.0
34987,64.197,74.55,8.0
34988,64.199,74.55,8.0
34989,64.201,74.55,8.0
34990,64.203,74.55,8.0
34991,64.204,74.549,8.0
34992,64.206,74.549,8.0
34994,64.21,74.549,8.0
34995,64.211,74.549,8.0
34996,64.213,74.549,8.0
34997,64.215,74.549,8.0
34998,64.217,74.549,8.0
34999,64.218,74.549,8.0
35000,64.22,74.549,8.0
35001,64.222,74.549,8.0
35002,64.224,74.549,8.0
35004,64.227,74.549,8.0
35005,64.229,74.549,8.0
35006,64.231,74.549,8.0
35007,64.233,74.549,8.0
35008,64.234,74.549,8.0
35009,64.236,74.549,8.0
35011,64.24,74.549,8.0
35012,64.241,74.548,8.0
35013,64.243,74.548,8.0
35014,64.245,74.548,8.0
35015,64.247,74.548,8.0
35016,64.249,74.548,8.0
35017,64.25,74.548,8.0
35018,64.252,74.548,8.0
35019,64.254,74.548,8.0
35020,64.256,74.548,8.0
35021,64.257,74.548,8.0
35023,64.261,74.548,8.0
35024,64.263,74.548,8.0
35025,64.264,74.548,8.0
35026,64.266,74.548,8.0
35028,64.27,74.548,8.0
35029,64.272,74.548,8.0
35030,64.273,74.548,8.0
35032,64.277,74.547,8.0
35033,64.279,74.547,8.0
35034,64.28,74.547,8.0
35035,64.282,74.547,8.0
35036,64.284,74.547,8.0
35037,64.286,74.547,8.0
35038,64.287,74.547,8.0
35039,64.289,74.547,8.0
35041,64.293,74.547,8.0
35042,64.294,74.547,8.0
35045,64.3,74.547,8.0
35047,64.303,74.547,8.0
35048,64.305,74.547,8.0
35050,64.309,74.547,8.0
35051,64.31,74.547,8.0
35052,64.312,74.546,8.0
35053,64.314,74.546,8.0
35054,64.316,74.546,8.0
35055,64.317,74.546,8.0
35056,64.319,74.546,8.0
35057,64.321,74.546,8.0
35058,64.323,74.546,8.0
35062,64.33,74.546,8.0
35063,64.332,74.546,8.0
35064,64.333,74.546,8.0
35066,64.337,74.546,8.0
35068,64.34,74.546,8.0
35069,64.342,74.546,8.0
35070,64.344,74.546,8.0
35071,64.346,74.546,8.0
35073,64.349,74.545,8.0
35074,64.351,74.545,8.0
35075,64.353,74.545,8.0
35077,64.356,74.545,8.0
35078,64.358,74.545,8.0
35079,64.36,74.545,8.0
35080,64.362,74.545,8.0
35082,64.365,74.545,8.0
35085,64.371,74.545,8.0
35086,64.372,74.545,8.0
35087,64.374,74.545,8.0
35088,64.376,74.545,8.0
35089,64.378,74.545,8.0
35090,64.379,74.545,8.0
35091,64.381,74.544,8.0
35092,64.383,74.544,8.0
35093,64.385,74.544,8.0
35094,64.386,74.544,8.0
35095,64.388,74.544,8.0
35096,64.39,74.544,8.0
35097,64.392,74.544,8.0
35098,64.393,74.544,8.0
35099,64.395,74.544,8.0
35100,64.397,74.544,8.0
35101,64.399,74.544,8.0
35102,64.401,74.544,8.0
35104,64.404,74.544,8.0
35105,64.406,74.544,8.0
35106,64.408,74.544,8.0
35107,64.409,74.544,8.0
35108,64.411,74.544,8.0
35109,64.413,74.544,8.0
35110,64.415,74.544,8.0
35111,64.416,74.543,8.0
35112,64.418,74.543,8.0
35113,64.42,74.543,8.0
35114,64.422,74.543,8.0
35115,64.424,74.543,8.0
35116,64.425,74.543,8.0
35117,64.427,74.543,8.0
35118,64.429,74.543,8.0
35119,64.431,74.543,8.0
35120,64.432,74.543,8.0
35121,64.434,74.543,8.0
35122,64.436,74.543,8.0
35124,64.439,74.543,8.0
35128,64.447,74.543,8.0
35129,64.448,74.543,8.0
35130,64.45,74.543,8.0
35131,64.452,74.543,8.0
35132,64.454,74.542,8.0
35133,64.455,74.542,8.0
35134,64.457,74.542,8.0
35136,64.461,74.542,8.0
35137,64.462,74.542,8.0
35139,64.466,74.542,8.0
35140,64.468,74.542,8.0
35141,64.47,74.542,8.0
35142,64.471,74.542,8.0
35143,64.473,74.542,8.0
35145,64.477,74.542,8.0
35146,64.478,74.542,8.0
35147,64.48,74.542,8.0
35148,64.482,74.542,8.0
35149,64.484,74.542,8.0
35150,64.485,74.542,8.0
35151,64.487,74.541,8.0
35153,64.491,74.541,8.0
35154,64.493,74.541,8.0
35155,64.494,74.541,8.0
35157,64.498,74.541,8.0
35158,64.5,74.541,8.0
35159,64.501,74.541,8.0
35160,64.503,74.541,8.0
35163,64.508,74.541,8.0
35164,64.51,74.541,8.0
35165,64.512,74.541,8.0
35166,64.514,74.541,8.0
35167,64.515,74.541,8.0
35168,64.517,74.541,8.0
35169,64.519,74.541,8.0
35170,64.521,74.541,8.0
35172,64.524,74.54,8.0
35173,64.526,74.54,8.0
35175,64.53,74.54,8.0
35176,64.531,74.54,8.0
35177,64.533,74.54,8.0
35178,64.535,74.54,8.0
35180,64.538,74.54,8.0
35181,64.54,74.54,8.0
35182,64.542,74.54,8.0
35183,64.544,74.54,8.0
35184,64.546,74.54,8.0
35185,64.547,74.54,8.0
35187,64.551,74.54,8.0
35188,64.553,74.54,8.0
35189,64.554,74.54,8.0
35190,64.556,74.54,8.0
35191,64.558,74.54,8.0
35192,64.56,74.539,8.0
35193,64.561,74.539,8.0
35194,64.563,74.539,8.0
35195,64.565,74.539,8.0
35196,64.567,74.539,8.0
35198,64.57,74.539,8.0
35199,64.572,74.539,8.0
35200,64.574,74.539,8.0
35201,64.576,74.539,8.0
35202,64.577,74.539,8.0
35203,64.579,74.539,8.0
35205,64.583,74.539,8.0
35206,64.584,74.539,8.0
35207,64.586,74.539,8.0
35209,64.59,74.539,8.0
35210,64.592,74.539,8.0
35211,64.593,74.538,8.0
35212,64.595,74.538,8.0
35213,64.597,74.538,8.0
35214,64.599,74.538,8.0
35217,64.604,74.538,8.0
35218,64.606,74.538,8.0
35219,64.607,74.538,8.0
35220,64.609,74.538,8.0
35221,64.611,74.538,8.0
35222,64.613,74.538,8.0
35223,64.614,74.538,8.0
35224,64.616,74.538,8.0
35225,64.618,74.538,8.0
35227,64.622,74.538,8.0
35228,64.623,74.538,8.0
35229,64.625,74.538,8.0
35230,64.627,74.538,8.0
35231,64.629,74.537,8.0
35233,64.632,74.537,8.0
35234,64.634,74.537,8.0
35235,64.636,74.537,8.0
35237,64.639,74.537,8.0
35238,64.641,74.537,8.0
35239,64.643,74.537,8.0
35240,64.645,74.537,8.0
35241,64.646,74.537,8.0
35242,64.648,74.537,8.0
35243,64.65,74.537,8.0
35246,64.655,74.537,8.0
35248,64.659,74.537,8.0
35250,64.662,74.537,8.0
35251,64.664,74.537,8.0
35252,64.666,74.536,8.0
35255,64.671,74.536,8.0
35256,64.673,74.536,8.0
35257,64.675,74.536,8.0
35258,64.676,74.536,8.0
35259,64.678,74.536,8.0
35260,64.68,74.536,8.0
35261,64.682,74.536,8.0
35262,64.683,74.536,8.0
35263,64.685,74.536,8.0
35264,64.687,74.536,8.0
35265,64.689,74.536,8.0
35266,64.691,74.536,8.0
35267,64.692,74.536,8.0
35268,64.694,74.536,8.0
35269,64.696,74.536,8.0
35270,64.698,74.536,8.0
35272,64.701,74.535,8.0
35274,64.705,74.535,8.0
35275,64.706,74.535,8.0
35276,64.708,74.535,8.0
35277,64.71,74.535,8.0
35278,64.712,74.535,8.0
35279,64.714,74.535,8.0
35280,64.715,74.535,8.0
35281,64.717,74.535,8.0
35282,64.719,74.535,8.0
35283,64.721,74.535,8.0
35285,64.724,74.535,8.0
35286,64.726,74.535,8.0
35287,64.728,74.535,8.0
35289,64.731,74.535,8.0
35291,64.735,74.535,8.0
35292,64.736,74.534,8.0
35293,64.738,74.534,8.0
35294,64.74,74.534,8.0
35295,64.742,74.534,8.0
35296,64.744,74.534,8.0
35298,64.747,74.534,8.0
35299,64.749,74.534,8.0
35300,64.751,74.534,8.0
35301,64.752,74.534,8.0
35302,64.754,74.534,8.0
35303,64.756,74.534,8.0
35304,64.758,74.534,8.0
35306,64.761,74.534,8.0
35308,64.765,74.534,8.0
35309,64.767,74.534,8.0
35310,64.768,74.534,8.0
35311,64.77,74.534,8.0
35312,64.772,74.533,8.0
35313,64.774,74.533,8.0
35314,64.775,74.533,8.0
35315,64.777,74.533,8.0
35316,64.779,74.533,8.0
35317,64.781,74.533,8.0
35318,64.782,74.533,8.0
35319,64.784,74.533,8.0
35320,64.786,74.533,8.0
35321,64.788,74.533,8.0
35322,64.79,74.533,8.0
35323,64.791,74.533,8.0
35325,64.795,74.533,8.0
35327,64.798,74.533,8.0
35328,64.8,74.533,8.0
35329,64.802,74.533,8.0
35331,64.805,74.532,8.0
35332,64.807,74.532,8.0
35333,64.809,74.532,8.0
35334,64.811,74.532,8.0
35335,64.813,74.532,8.0
35336,64.814,74.532,8.0
35337,64.816,74.532,8.0
35338,64.818,74.532,8.0
35339,64.82,74.532,8.0
35340,64.821,74.532,8.0
35341,64.823,74.532,8.0
35342,64.825,74.532,8.0
35343,64.827,74.532,8.0
35345,64.83,74.532,8.0
35349,64.837,74.532,8.0
35350,64.839,74.532,8.0
35352,64.843,74.531,8.0
35353,64.844,74.531,8.0
35354,64.846,74.531,8.0
35355,64.848,74.531,8.0
35356,64.85,74.531,8.0
35358,64.853,74.531,8.0
35359,64.855,74.531,8.0
35360,64.857,74.531,8.0
35361,64.858,74.531,8.0
35363,64.862,74.531,8.0
35364,64.864,74.531,8.0
35365,64.866,74.531,8.0
35367,64.869,74.531,8.0
35368,64.871,74.531,8.0
35369,64.873,74.531,8.0
35370,64.874,74.531,8.0
35371,64.876,74.531,8.0
35372,64.878,74.53,8.0
35373,64.88,74.53,8.0
35374,64.881,74.53,8.0
35375,64.883,74.53,8.0
35376,64.885,74.53,8.0
35377,64.887,74.53,8.0
35378,64.889,74.53,8.0
35379,64.89,74.53,8.0
35380,64.892,74.53,8.0
35381,64.894,74.53,8.0
35382,64.896,74.53,8.0
35383,64.897,74.53,8.0
35385,64.901,74.53,8.0
35386,64.903,74.53,8.0
35387,64.904,74.53,8.0
35389,64.908,74.53,8.0
35390,64.91,74.53,8.0
35391,64.912,74.529,8.0
35392,64.913,74.529,8.0
35393,64.915,74.529,8.0
35394,64.917,74.529,8.0
35395,64.919,74.529,8.0
35396,64.92,74.529,8.0
35397,64.922,74.529,8.0
35398,64.924,74.529,8.0
35399,64.926,74.529,8.0
35400,64.927,74.529,8.0
35401,64.929,74.529,8.0
35404,64.935,74.529,8.0
35405,64.936,74.529,8.0
35406,64.938,74.529,8.0
35407,64.94,74.529,8.0
35409,64.943,74.529,8.0
35410,64.945,74.529,8.0
35411,64.947,74.529,8.0
35412,64.949,74.528,8.0
35413,64.95,74.528,8.0
35414,64.952,74.528,8.0
35415,64.954,74.528,8.0
35417,64.957,74.528,8.0
35418,64.959,74.528,8.0
35419,64.961,74.528,8.0
35421,64.965,74.528,8.0
35423,64.968,74.528,8.0
35424,64.97,74.528,8.0
35425,64.972,74.528,8.0
35426,64.973,74.528,8.0
35427,64.975,74.528,8.0
35428,64.977,74.528,8.0
35429,64.979,74.528,8.0
35430,64.98,74.528,8.0
35432,64.984,74.527,8.0
35433,64.986,74.527,8.0
35435,64.989,74.527,8.0
35436,64.991,74.527,8.0
35437,64.993,74.527,8.0
35438,64.995,74.527,8.0
35439,64.996,74.527,8.0
35440,64.998,74.527,8.0
35441,65.0,74.527,8.0
35442,65.002,74.527,8.0
35443,65.003,74.527,8.0
35444,65.005,74.527,8.0
35445,65.007,74.527,8.0
35446,65.009,74.527,8.0
35447,65.011,74.527,8.0
35448,65.012,74.527,8.0
35449,65.014,74.527,8.0
35450,65.016,74.527,8.0
35451,65.018,74.527,8.0
35452,65.019,74.526,8.0
35453,65.021,74.526,8.0
35456,65.026,74.526,8.0
35457,65.028,74.526,8.0
35458,65.03,74.526,8.0
35460,65.034,74.526,8.0
35461,65.035,74.526,8.0
35462,65.037,74.526,8.0
35463,65.039,74.526,8.0
35464,65.041,74.526,8.0
35465,65.042,74.526,8.0
35466,65.044,74.526,8.0
35468,65.048,74.526,8.0
35470,65.051,74.526,8.0
35471,65.053,74.525,8.0
35472,65.055,74.525,8.0
35473,65.056,74.525,8.0
35474,65.058,74.525,8.0
35475,65.06,74.525,8.0
35476,65.062,74.525,8.0
35477,65.064,74.525,8.0
35478,65.065,74.525,8.0
35480,65.069,74.525,8.0
35481,65.071,74.525,8.0
35484,65.076,74.525,8.0
35485,65.078,74.525,8.0
35486,65.079,74.525,8.0
35488,65.083,74.525,8.0
35489,65.085,74.525,8.0
35490,65.087,74.525,8.0
35491,65.088,74.525,8.0
35492,65.09,74.524,8.0
35493,65.092,74.524,8.0
35494,65.094,74.524,8.0
35495,65.095,74.524,8.0
35496,65.097,74.524,8.0
35497,65.099,74.524,8.0
35498,65.101,74.524,8.0
35499,65.102,74.524,8.0
35500,65.104,74.524,8.0
35502,65.108,74.524,8.0
35503,65.11,74.524,8.0
35506,65.115,74.524,8.0
35507,65.117,74.524,8.0
35509,65.12,74.524,8.0
35510,65.122,74.524,8.0
35511,65.124,74.523,8.0
35512,65.125,74.523,8.0
35513,65.127,74.523,8.0
35514,65.129,74.523,8.0
35515,65.131,74.523,8.0
35516,65.133,74.523,8.0
35518,65.136,74.523,8.0
35519,65.138,74.523,8.0
35520,65.14,74.523,8.0
35522,65.143,74.523,8.0
35523,65.145,74.523,8.0
35526,65.15,74.523,8.0
35527,65.152,74.523,8.0
35529,65.156,74.523,8.0
35531,65.159,74.522,8.0
35532,65.161,74.522,8.0
35533,65.163,74.522,8.0
35534,65.164,74.522,8.0
35535,65.166,74.522,8.0
35536,65.168,74.522,8.0
35537,65.17,74.522,8.0
35538,65.171,74.522,8.0
35539,65.173,74.522,8.0
35540,65.175,74.522,8.0
35541,65.177,74.522,8.0
35542,65.178,74.522,8.0
35543,65.18,74.522,8.0
35544,65.182,74.522,8.0
35545,65.184,74.522,8.0
35547,65.187,74.522,8.0
35549,65.191,74.522,8.0
35550,65.193,74.522,8.0
35551,65.194,74.522,8.0
35552,65.196,74.521,8.0
35553,65.198,74.521,8.0
35554,65.2,74.521,8.0
35555,65.201,74.521,8.0
35556,65.203,74.521,8.0
35558,65.207,74.521,8.0
35559,65.209,74.521,8.0
35560,65.21,74.521,8.0
35561,65.212,74.521,8.0
35562,65.214,74.521,8.0
35563,65.216,74.521,8.0
35564,65.217,74.521,8.0
35565,65.219,74.521,8.0
35566,65.221,74.521,8.0
35567,65.223,74.521,8.0
35568,65.224,74.521,8.0
35569,65.226,74.521,8.0
35570,65.228,74.521,8.0
35571,65.23,74.521,8.0
35573,65.233,74.52,8.0
35574,65.235,74.52,8.0
35575,65.237,74.52,8.0
35576,65.239,74.52,8.0
35577,65.24,74.52,8.0
35578,65.242,74.52,8.0
35580,65.246,74.52,8.0
35582,65.249,74.52,8.0
35583,65.251,74.52,8.0
35587,65.258,74.52,8.0
35588,65.26,74.52,8.0
35589,65.262,74.52,8.0
35590,65.263,74.52,8.0
35591,65.265,74.519,8.0
35592,65.267,74.519,8.0
35593,65.269,74.519,8.0
35594,65.27,74.519,8.0
35595,65.272,74.519,8.0
35596,65.274,74.519,8.0
35597,65.276,74.519,8.0
35598,65.277,74.519,8.0
35599,65.279,74.519,8.0
35600,65.281,74.519,8.0
35601,65.283,74.519,8.0
35602,65.285,74.519,8.0
35603,65.286,74.519,8.0
35605,65.29,74.519,8.0
35607,65.293,74.519,8.0
35608,65.295,74.519,8.0
35609,65.297,74.519,8.0
35610,65.299,74.519,8.0
35615,65.308,74.518,8.0
35616,65.309,74.518,8.0
35617,65.311,74.518,8.0
35618,65.313,74.518,8.0
35619,65.315,74.518,8.0
35620,65.316,74.518,8.0
35621,65.318,74.518,8.0
35623,65.322,74.518,8.0
35624,65.323,74.518,8.0
35625,65.325,74.518,8.0
35627,65.329,74.518,8.0
35629,65.332,74.518,8.0
35630,65.334,74.518,8.0
35631,65.336,74.517,8.0
35632,65.338,74.517,8.0
35633,65.339,74.517,8.0
35636,65.345,74.517,8.0
35637,65.346,74.517,8.0
35638,65.348,74.517,8.0
35639,65.35,74.517,8.0
35641,65.354,74.517,8.0
35642,65.355,74.517,8.0
35645,65.361,74.517,8.0
35646,65.362,74.517,8.0
35647,65.364,74.517,8.0
35649,65.368,74.517,8.0
35650,65.369,74.517,8.0
35651,65.371,74.517,8.0
35654,65.377,74.516,8.0
35655,65.378,74.516,8.0
35656,65.38,74.516,8.0
35657,65.382,74.516,8.0
35658,65.384,74.516,8.0
35660,65.387,74.516,8.0
35661,65.389,74.516,8.0
35663,65.392,74.516,8.0
35664,65.394,74.516,8.0
35665,65.396,74.516,8.0
35666,65.398,74.516,8.0
35667,65.399,74.516,8.0
35668,65.401,74.516,8.0
35669,65.403,74.516,8.0
35670,65.405,74.516,8.0
35671,65.407,74.516,8.0
35672,65.408,74.515,8.0
35673,65.41,74.515,8.0
35674,65.412,74.515,8.0
35675,65.414,74.515,8.0
35677,65.417,74.515,8.0
35678,65.419,74.515,8.0
35679,65.421,74.515,8.0
35681,65.424,74.515,8.0
35682,65.426,74.515,8.0
35683,65.428,74.515,8.0
35684,65.43,74.515,8.0
35685,65.431,74.515,8.0
35686,65.433,74.515,8.0
35688,65.437,74.515,8.0
35690,65.44,74.515,8.0
35691,65.442,74.514,8.0
35693,65.445,74.514,8.0
35694,65.447,74.514,8.0
35695,65.449,74.514,8.0
35696,65.451,74.514,8.0
35697,65.453,74.514,8.0
35698,65.454,74.514,8.0
35699,65.456,74.514,8.0
35700,65.458,74.514,8.0
35702,65.461,74.514,8.0
35703,65.463,74.514,8.0
35704,65.465,74.514,8.0
35705,65.467,74.514,8.0
35706,65.468,74.514,8.0
35707,65.47,74.514,8.0
35708,65.472,74.514,8.0
35709,65.474,74.514,8.0
35710,65.476,74.514,8.0
35711,65.477,74.513,8.0
35712,65.479,74.513,8.0
35713,65.481,74.513,8.0
35714,65.483,74.513,8.0
35715,65.484,74.513,8.0
35717,65.488,74.513,8.0
35718,65.49,74.513,8.0
35719,65.491,74.513,8.0
35720,65.493,74.513,8.0
35723,65.498,74.513,8.0
35725,65.502,74.513,8.0
