ID,revolutions,humidity,vibration
1165,89.252,73.621,19.16
1166,89.248,73.621,19.17
1167,89.245,73.62,19.17
1168,89.241,73.62,19.17
1169,89.237,73.62,19.17
1170,89.233,73.619,19.17
1171,89.229,73.619,19.17
1172,89.225,73.619,19.17
1173,89.221,73.618,19.17
1174,89.218,73.618,19.17
1175,89.214,73.618,19.17
1177,89.206,73.617,19.18
1179,89.198,73.616,19.18
1180,89.194,73.616,19.18
1181,89.191,73.616,19.18
1182,89.187,73.615,19.18
1184,89.179,73.615,19.18
1185,89.175,73.614,19.18
1186,89.171,73.614,19.19
1187,89.167,73.614,19.19
1188,89.164,73.613,19.19
1189,89.16,73.613,19.19
1190,89.156,73.613,19.19
1191,89.152,73.612,19.19
1192,89.148,73.612,19.19
1193,89.144,73.612,19.19
1194,89.14,73.611,19.19
1195,89.137,73.611,19.19
1196,89.133,73.611,19.2
1197,89.129,73.61,19.2
1198,89.125,73.61,19.2
1199,89.121,73.61,19.2
1200,89.117,73.61,19.2
1201,89.113,73.609,19.0
1202,89.11,73.609,19.2
1203,89.106,73.609,19.2
1204,89.102,73.608,19.2
1205,89.098,73.608,19.2
1207,89.09,73.607,19.21
1208,89.086,73.607,19.21
1210,89.079,73.606,19.21
1211,89.075,73.606,19.21
1212,89.071,73.606,19.21
1213,89.067,73.605,19.21
